"newspaper","date","total_news","economy_news_count","epu_news_count","eu_news_count","pol_impositiva_count","pol_gasto_gub_count","pol_fiscal_count","pol_monetaria_count","pol_salud_count","pol_reg_financiera_count","pol_regulacion_count","pol_deuda_crisis_count","pol_prog_derechos_count","pol_comercial_count","otras_politicas_count","autoridades_intls_count"
"el_observador","11-2015","2071",331,16,17,5,4,4,11,0,3,2,10,14,2,16,5
"el_observador","12-2015","2015",223,19,19,2,4,4,13,0,2,2,12,18,3,18,7
"el_observador","01-2016","1852",143,12,13,0,1,3,5,0,0,0,7,7,5,10,5
"el_observador","02-2016","2028",315,11,14,2,3,3,5,1,3,0,6,7,0,7,2
"el_observador","03-2016","2073",330,16,17,1,3,3,10,1,1,0,5,9,3,13,4
"el_observador","04-2016","2049",261,17,17,1,4,4,8,1,1,0,7,12,4,14,4
"el_observador","05-2016","1915",322,15,15,2,2,4,5,0,0,2,6,10,4,13,4
"el_observador","06-2016","2031",343,27,29,4,3,9,10,2,2,1,12,16,15,21,8
"el_observador","07-2016","2090",220,23,23,6,2,10,10,0,3,3,14,17,14,21,5
"el_observador","08-2016","2081",333,22,23,6,2,5,10,0,1,1,6,8,6,16,3
"el_observador","09-2016","1891",265,11,13,3,1,2,4,0,0,0,3,9,2,11,6
"el_observador","10-2016","2137",375,27,27,7,3,7,14,1,3,5,8,18,8,23,3
"el_observador","11-2016","1964",333,19,20,5,2,2,12,0,0,0,10,12,5,16,11
"el_observador","12-2016","1862",303,34,35,9,8,16,11,0,4,3,15,26,8,30,15
"el_observador","01-2017","1536",291,30,30,9,6,10,13,0,2,2,11,24,6,26,19
"el_observador","02-2017","1726",286,21,22,5,3,8,10,2,2,2,9,13,2,19,11
"el_observador","03-2017","1890",206,11,14,2,3,4,4,0,0,2,4,10,2,10,2
"el_observador","04-2017","1680",206,8,9,1,2,2,2,1,1,0,3,7,1,7,4
"el_observador","05-2017","1737",189,23,24,4,4,5,9,1,2,2,9,17,7,22,11
"el_observador","06-2017","1737",226,11,12,2,2,6,4,0,2,2,2,9,2,10,3
"el_observador","07-2017","1743",235,14,15,4,3,4,4,3,1,1,6,9,3,13,1
"el_observador","08-2017","1932",257,11,12,1,1,2,8,1,3,2,4,9,0,10,3
"el_observador","09-2017","1930",252,17,18,5,1,3,5,0,0,3,9,10,6,14,6
"el_observador","10-2017","1838",202,15,15,3,1,2,8,1,1,1,1,11,4,13,7
"el_observador","11-2017","1811",238,10,11,0,1,1,3,0,0,0,2,9,3,10,4
"el_observador","12-2017","1651",256,10,14,1,2,1,5,1,0,0,1,7,1,9,3
"el_observador","01-2018","1482",194,16,19,6,2,2,4,0,2,0,5,10,4,12,7
"el_observador","02-2018","1635",223,10,11,3,0,1,6,0,2,1,2,7,3,10,3
"el_observador","03-2018","1637",222,13,15,4,0,2,2,1,1,1,1,6,3,12,7
"el_observador","04-2018","1531",192,10,11,2,1,2,3,0,1,0,2,6,3,10,2
